Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Game_66,Xbox One,2001.0,Shooter,2K Games,1.37,1.01,0.68,0.55,3.61
Game_67,PS4,2005.0,Racing,Activision,2.36,0.25,0.38,0.42,3.41
Game_68,Mobile,2021.0,RPG,Rockstar,1.6,3.83,0.88,0.08,6.39
Game_69,Mobile,2009.0,Racing,Sony,7.27,1.38,2.37,0.94,11.96
Game_70,Xbox Series X,2003.0,Racing,Bethesda,0.5,0.82,0.86,0.05,2.23
Game_71,PS5,2021.0,Racing,Activision,0.67,0.2,0.59,0.34,1.8
Game_72,Nintendo Switch,2017.0,Puzzle,Sony,0.73,0.06,0.38,0.08,1.25
Game_73,PS4,2011.0,Strategy,2K Games,0.94,0.39,0.3,0.17,1.8
Game_74,Mobile,2001.0,Puzzle,Ubisoft,2.71,1.4,0.04,0.38,4.53
Game_75,PS5,2009.0,Action,Bandai Namco,0.4,0.31,0.25,0.25,1.21
Game_76,Mobile,2003.0,Puzzle,Bethesda,2.24,0.78,1.2,0.17,4.39
Game_77,PS4,2013.0,RPG,Activision,0.78,1.3,0.83,0.12,3.03
Game_78,PC,2015.0,RPG,EA,1.38,0.11,0.12,0.55,2.16
Game_79,PS4,2014.0,Puzzle,Sony,1.5,1.16,0.31,0.05,3.02
Game_80,Xbox Series X,2007.0,Strategy,Bandai Namco,0.7,0.1,0.85,0.17,1.82
Game_81,PS4,2013.0,Adventure,Bethesda,1.08,3.36,0.03,0.7,5.17
Game_82,PS4,2022.0,Shooter,2K Games,0.8,0.67,0.25,0.56,2.28
Game_83,Xbox Series X,2007.0,Strategy,Rockstar,0.11,0.16,0.95,0.15,1.37
Game_84,Nintendo Switch,2020.0,Puzzle,Sony,0.86,0.42,0.26,0.43,1.97
Game_85,PS4,2015.0,Racing,2K Games,0.15,0.53,0.04,0.52,1.24
Game_86,Xbox Series X,2012.0,Sports,Bethesda,0.78,1.42,0.39,0.66,3.25
Game_87,PS5,2017.0,Shooter,Sony,1.35,1.36,0.99,0.24,3.94
Game_88,PC,2014.0,Shooter,Bandai Namco,1.3,0.95,0.45,0.07,2.77
Game_89,PC,2020.0,RPG,Bethesda,1.63,0.11,0.13,0.09,1.96
Game_90,PS4,2023.0,Shooter,Capcom,0.15,0.16,0.24,0.11,0.66
Game_91,Nintendo Switch,2012.0,Puzzle,Activision,1.58,0.1,0.3,0.27,2.25
Game_92,Nintendo Switch,2008.0,Racing,Bandai Namco,0.56,0.86,0.43,0.01,1.86
Game_93,PS5,2014.0,Racing,Sony,0.76,2.1,0.71,0.3,3.87
Game_94,PS4,2012.0,Action,Rockstar,2.93,0.57,0.05,0.14,3.69
Game_95,PC,2000.0,Racing,2K Games,0.01,0.18,1.1,0.1,1.39
Game_96,Nintendo Switch,2006.0,Strategy,EA,1.33,0.82,0.01,0.63,2.79
Game_97,PS4,2008.0,Racing,2K Games,1.37,1.67,0.23,0.18,3.45
Game_98,Mobile,2023.0,RPG,Sony,0.76,1.35,0.01,0.03,2.15
Game_99,Nintendo Switch,2000.0,Racing,2K Games,0.41,2.13,0.25,0.53,3.32
Game_100,Xbox Series X,2011.0,Action,Activision,0.4,0.33,0.37,0.01,1.11
Game_101,Mobile,2007.0,Sports,Bethesda,3.23,0.22,0.36,0.39,4.2
Game_102,Nintendo Switch,2023.0,Puzzle,EA,0.88,2.12,0.09,0.45,3.54
Game_103,PC,2010.0,RPG,Nintendo,0.6,1.07,0.52,0.13,2.32
Game_104,Xbox One,2018.0,Strategy,Sony,0.89,0.37,0.02,0.52,1.8
Game_105,Mobile,2016.0,Sports,Ubisoft,1.66,1.36,0.72,0.22,3.96
Game_106,PS5,2007.0,RPG,Nintendo,0.24,1.69,1.47,0.19,3.59
Game_107,PS5,2002.0,Adventure,2K Games,0.9,0.95,0.21,0.01,2.07
Game_108,PC,2002.0,Shooter,Sony,1.33,1.16,0.36,0.1,2.95
Game_109,Nintendo Switch,2000.0,Adventure,Capcom,4.45,0.47,0.24,0.8,5.96
Game_110,PS4,2004.0,Racing,Ubisoft,0.44,0.77,0.0,0.15,1.36
Game_111,Nintendo Switch,2009.0,Sports,EA,0.67,0.74,0.24,0.24,1.89
Game_112,PC,2006.0,Racing,Rockstar,0.72,1.88,0.78,0.23,3.61
Game_113,PS5,2008.0,Shooter,Capcom,1.4,1.83,0.45,0.27,3.95
Game_114,Nintendo Switch,2006.0,RPG,Nintendo,0.66,1.79,0.05,0.02,2.52
Game_115,PS5,,Shooter,Bethesda,1.14,0.01,0.94,0.13,2.22
Game_116,Mobile,2007.0,Action,Activision,2.28,1.38,0.38,0.39,4.43
Game_117,PS4,2011.0,Shooter,Rockstar,1.83,1.42,0.92,0.07,4.24
Game_118,Mobile,2001.0,Action,Capcom,0.89,1.13,0.43,0.07,2.52
Game_119,PS5,2000.0,Shooter,Bethesda,3.0,1.41,0.41,0.0,4.82
Game_120,PS5,2015.0,Puzzle,Bethesda,1.23,1.84,0.06,0.17,3.3
Game_121,Xbox One,2022.0,Action,Sony,1.16,0.64,0.09,0.64,2.53
Game_122,Xbox One,2022.0,Sports,Capcom,0.05,0.7,1.79,0.02,2.56
Game_123,Mobile,2023.0,Racing,EA,6.48,0.13,0.13,0.06,6.8
Game_124,Xbox Series X,2004.0,Strategy,2K Games,0.2,0.49,1.9,0.11,2.7
Game_125,Mobile,2002.0,Racing,Ubisoft,0.39,1.03,0.38,0.39,2.19
Game_126,Xbox One,2011.0,Adventure,Ubisoft,0.08,1.52,0.07,0.31,1.98
Game_127,PS5,2007.0,Racing,Nintendo,1.53,0.24,0.05,0.16,1.98
Game_128,PC,2021.0,RPG,Nintendo,0.38,0.15,0.12,0.43,1.08
Game_129,Mobile,2002.0,Puzzle,Ubisoft,0.3,1.09,1.3,0.28,2.97
Game_130,PS5,2000.0,Shooter,EA,0.14,0.0,0.27,0.68,1.09
Game_131,PC,2002.0,Adventure,Activision,0.16,0.2,0.25,0.51,1.12
Game_132,PC,2004.0,RPG,Bandai Namco,1.32,0.03,0.19,0.09,1.63
Game_133,Xbox One,2014.0,RPG,2K Games,1.75,0.18,0.08,0.1,2.11
Game_134,Mobile,2013.0,Action,Activision,0.76,0.2,0.33,0.04,1.33
Game_135,Nintendo Switch,,Racing,Sony,0.98,0.49,0.07,0.12,1.66
Game_136,PS4,2000.0,Sports,Bandai Namco,1.74,0.51,0.9,2.31,5.46
Game_137,Xbox One,2004.0,Strategy,Bandai Namco,0.03,2.07,0.23,0.16,2.49
Game_138,Xbox One,2022.0,Sports,Capcom,0.59,0.71,0.23,0.07,1.6
Game_139,Nintendo Switch,2013.0,Adventure,EA,5.42,1.29,0.32,0.43,7.46
Game_140,PS4,2006.0,Puzzle,EA,1.3,0.11,0.29,0.23,1.93
Game_141,PS5,2008.0,Sports,Bandai Namco,0.44,0.26,2.64,0.05,3.39
Game_142,Xbox Series X,2014.0,Shooter,Capcom,1.11,1.21,0.39,0.14,2.85
Game_143,Mobile,2014.0,Sports,2K Games,0.63,0.05,0.05,0.16,0.89
Game_144,Xbox Series X,2009.0,Adventure,Bandai Namco,1.14,0.67,0.47,0.42,2.7
Game_145,PS5,2012.0,Strategy,Rockstar,0.2,0.91,0.08,0.01,1.2
Game_146,Xbox One,2018.0,Sports,Nintendo,0.21,0.92,0.02,0.09,1.24
Game_147,PS4,2006.0,Shooter,Nintendo,0.23,0.02,1.77,0.22,2.24
Game_148,Xbox One,2016.0,Action,Activision,4.22,0.39,0.74,0.09,5.44
Game_149,PC,2019.0,Puzzle,Sony,1.98,1.01,1.96,0.3,5.25
Game_150,Xbox One,2003.0,Adventure,Nintendo,0.27,0.16,0.32,0.2,0.95
Game_151,Xbox One,2004.0,Action,Bethesda,0.31,1.19,0.38,0.13,2.01
Game_152,PS5,2022.0,Action,Activision,1.97,1.37,0.09,0.89,4.32
Game_153,PS5,2006.0,Action,Nintendo,0.25,4.02,0.14,0.3,4.71
Game_154,PS5,,RPG,Sony,0.4,0.24,0.91,0.04,1.59
Game_155,Xbox Series X,2014.0,Puzzle,EA,4.96,1.74,0.22,0.25,7.17
Game_156,PC,2010.0,Strategy,EA,0.44,0.73,0.88,0.46,2.51
Game_157,PS5,2003.0,Racing,2K Games,1.63,0.47,0.62,0.37,3.09
Game_158,PS4,2012.0,Puzzle,Bandai Namco,5.77,0.13,0.1,0.06,6.06
Game_159,Xbox Series X,2006.0,RPG,Rockstar,0.7,1.33,0.35,1.08,3.46
Game_160,Nintendo Switch,2018.0,Racing,EA,0.03,0.27,0.57,0.18,1.05
Game_161,PS4,2021.0,Puzzle,Capcom,0.42,0.46,0.13,0.05,1.06
Game_162,Mobile,2001.0,Action,Nintendo,2.67,0.06,0.89,0.06,3.68
Game_163,Mobile,2009.0,Adventure,Capcom,3.0,1.62,0.39,0.03,5.04
Game_164,PS4,2012.0,Racing,Sony,2.19,1.45,0.09,0.49,4.22
Game_165,PS5,2020.0,Shooter,EA,0.18,1.32,0.44,0.04,1.98
Game_166,Nintendo Switch,2005.0,Shooter,Rockstar,2.38,0.36,4.08,0.04,6.86
Game_167,Nintendo Switch,2011.0,Sports,Sony,3.76,0.19,0.08,0.57,4.6
Game_168,Xbox Series X,2011.0,Racing,Bethesda,1.38,1.01,0.85,0.13,3.37
Game_169,Nintendo Switch,2019.0,Adventure,Bethesda,4.24,0.69,0.12,0.01,5.06
Game_170,Mobile,2010.0,Strategy,Capcom,2.63,0.2,0.76,0.02,3.61
Game_171,PC,2022.0,RPG,Bandai Namco,1.65,1.16,0.66,0.05,3.52
Game_172,PS5,2006.0,Action,Activision,1.29,4.72,0.18,0.07,6.26
Game_173,Nintendo Switch,2000.0,Sports,Bandai Namco,0.64,1.38,0.2,0.33,2.55
Game_174,Xbox Series X,2000.0,Shooter,2K Games,0.26,1.35,0.79,0.05,2.45
Game_175,Mobile,2019.0,RPG,Bandai Namco,1.39,3.0,0.31,0.04,4.74
Game_176,PC,2012.0,RPG,2K Games,0.57,0.23,0.66,0.43,1.89
Game_177,Xbox One,2008.0,Action,2K Games,3.02,0.83,0.08,0.33,4.26
Game_178,Xbox One,2002.0,Strategy,Rockstar,7.52,3.89,0.96,0.17,12.54
Game_179,PC,2006.0,Strategy,EA,2.09,0.18,0.62,0.24,3.13
Game_180,Mobile,2005.0,Racing,Rockstar,0.14,1.2,1.19,0.11,2.64
Game_181,Xbox Series X,2007.0,Shooter,2K Games,0.51,0.88,0.07,0.2,1.66
Game_182,PC,2008.0,Strategy,Sony,0.17,0.88,0.45,0.21,1.71
Game_183,PS5,2004.0,Adventure,Bethesda,1.58,1.2,0.46,0.15,3.39
Game_184,PS5,2000.0,Strategy,2K Games,2.17,2.65,0.22,0.71,5.75
Game_185,Xbox One,2018.0,RPG,Rockstar,3.9,1.53,0.31,0.0,5.74
Game_186,Nintendo Switch,2009.0,Action,Sony,0.86,0.06,0.02,0.46,1.4
Game_187,Xbox Series X,2011.0,Adventure,Rockstar,3.47,1.92,0.68,0.04,6.11
Game_188,Xbox One,2023.0,Racing,Bandai Namco,3.15,0.26,0.4,0.48,4.29
Game_189,Nintendo Switch,2014.0,Shooter,Nintendo,0.57,0.47,0.03,0.29,1.36
Game_190,Nintendo Switch,2021.0,Racing,Capcom,3.05,0.62,0.57,0.56,4.8
Game_191,PS5,2023.0,RPG,Activision,0.71,0.66,0.31,0.03,1.71
Game_192,Mobile,2008.0,Adventure,Rockstar,0.53,0.57,0.02,0.25,1.37
Game_193,PS4,2019.0,Adventure,Activision,1.57,2.77,1.75,0.21,6.3
Game_194,Mobile,2016.0,Adventure,Ubisoft,0.6,1.22,1.49,0.37,3.68
Game_195,PS4,2016.0,RPG,Rockstar,1.49,1.0,0.36,0.23,3.08
Game_196,PC,2019.0,RPG,Nintendo,1.41,0.05,0.05,0.23,1.74
Game_197,PS5,2011.0,Racing,Activision,1.24,2.34,0.7,0.17,4.45
Game_198,Nintendo Switch,2006.0,Sports,2K Games,0.72,2.4,0.34,0.11,3.57
Game_199,Xbox Series X,2001.0,Racing,Rockstar,1.19,1.52,0.18,0.2,3.09
Game_200,PS4,2002.0,Shooter,EA,1.36,0.01,0.34,0.04,1.75
Game_201,Mobile,2016.0,Action,Capcom,1.18,0.06,0.37,0.98,2.59
Game_202,Nintendo Switch,,Adventure,Nintendo,0.88,0.26,0.41,0.38,1.93
Game_203,PS4,2016.0,Sports,Activision,0.02,0.14,0.29,0.91,1.36
Game_204,PS4,2023.0,Action,Nintendo,1.33,0.51,0.47,0.08,2.39
Game_205,PS4,2016.0,Sports,Sony,0.28,2.56,1.26,0.63,4.73
Game_206,Xbox Series X,2016.0,Strategy,Capcom,1.54,0.64,0.22,0.5,2.9
Game_207,PS5,2001.0,Strategy,2K Games,2.14,0.01,0.65,0.34,3.14
Game_208,Xbox Series X,2001.0,Puzzle,Rockstar,1.04,0.33,1.12,0.29,2.78
Game_209,Xbox One,2021.0,Strategy,Rockstar,1.17,0.05,0.3,0.11,1.63
Game_210,Nintendo Switch,2022.0,Racing,Rockstar,4.54,0.04,0.29,0.51,5.38
Game_211,PS5,2004.0,Strategy,Capcom,2.82,0.32,0.46,0.21,3.81
Game_212,PS5,2000.0,RPG,EA,3.68,0.32,0.45,0.02,4.47
Game_213,PS5,2000.0,Adventure,Ubisoft,2.52,1.55,0.82,0.11,5.0
Game_214,Mobile,2018.0,Racing,Bethesda,0.17,3.68,0.32,0.82,4.99
Game_215,PS5,2001.0,Action,Bandai Namco,0.24,0.46,2.78,0.57,4.05
Game_216,Xbox Series X,2020.0,Puzzle,Activision,1.12,0.56,0.03,1.2,2.91
Game_217,PS5,2011.0,Puzzle,EA,0.42,1.86,0.0,0.3,2.58
Game_218,PC,2005.0,Puzzle,2K Games,0.97,0.31,0.51,0.09,1.88
Game_219,Nintendo Switch,2022.0,Action,Activision,0.75,0.17,0.18,0.05,1.15
Game_220,PS5,2003.0,Action,Rockstar,1.2,1.92,0.14,0.06,3.32
Game_221,Nintendo Switch,2022.0,Action,Nintendo,2.06,0.05,0.19,0.01,2.31
Game_222,PC,2010.0,Action,2K Games,1.89,0.97,0.15,0.15,3.16
Game_223,PC,2023.0,Puzzle,Activision,1.1,0.83,0.02,0.06,2.01
Game_224,Nintendo Switch,2016.0,Puzzle,Rockstar,2.59,0.42,1.78,0.16,4.95
Game_225,PS4,2005.0,Sports,Activision,0.85,0.38,0.12,0.82,2.17
Game_226,Xbox One,2023.0,Racing,Nintendo,3.41,1.48,0.66,0.17,5.72
Game_227,Mobile,2004.0,Adventure,Rockstar,0.11,0.09,0.72,0.63,1.55
Game_228,PS4,2019.0,Strategy,Ubisoft,4.64,0.27,1.32,0.28,6.51
Game_229,PS4,2001.0,Strategy,EA,1.59,1.32,0.02,0.09,3.02
Game_230,Xbox Series X,2005.0,RPG,Sony,0.72,0.79,1.03,0.13,2.67
Game_231,Mobile,2021.0,Puzzle,Bandai Namco,0.33,0.14,0.37,0.03,0.87
Game_232,Mobile,2010.0,RPG,Capcom,0.98,2.14,0.5,0.12,3.74
Game_233,PS4,2015.0,Racing,Bandai Namco,0.32,0.5,0.52,0.34,1.68
Game_234,PS5,2015.0,Racing,2K Games,0.27,1.76,0.86,0.02,2.91
Game_235,Xbox Series X,2000.0,RPG,Bandai Namco,1.44,1.55,0.2,0.07,3.26
Game_236,Xbox Series X,2008.0,Puzzle,Rockstar,1.11,0.98,0.66,0.14,2.89
Game_237,PC,2005.0,RPG,Ubisoft,1.66,0.68,0.38,1.21,3.93
Game_238,Mobile,2015.0,Strategy,Sony,3.98,3.89,0.79,0.46,9.12
Game_239,PS4,2002.0,Sports,EA,1.14,0.16,2.33,0.4,4.03
Game_240,PC,2019.0,Strategy,EA,1.3,1.29,0.11,0.04,2.74
Game_241,Nintendo Switch,2003.0,Shooter,Nintendo,0.14,0.21,2.62,0.46,3.43
Game_242,Xbox One,2018.0,Puzzle,Capcom,1.9,0.41,0.05,0.46,2.82
Game_243,Xbox Series X,2002.0,Puzzle,Activision,0.77,0.37,0.0,0.28,1.42
Game_244,Nintendo Switch,2018.0,Adventure,Ubisoft,5.64,2.94,0.02,1.39,9.99
Game_245,Nintendo Switch,2019.0,Action,Activision,2.6,3.42,0.21,0.12,6.35
Game_246,PS5,2006.0,Shooter,Sony,1.11,0.2,0.5,0.85,2.66
Game_247,Xbox One,2019.0,Racing,Bandai Namco,0.2,0.02,0.04,0.74,1.0
Game_248,Nintendo Switch,2008.0,Puzzle,EA,2.94,1.27,0.0,0.0,4.21
Game_249,Nintendo Switch,2000.0,RPG,Sony,2.41,0.54,1.38,0.18,4.51
Game_250,Xbox One,2007.0,Shooter,Bandai Namco,0.31,0.09,0.86,1.13,2.39
Game_251,Xbox One,2006.0,Adventure,EA,0.52,1.15,0.83,0.03,2.53
Game_252,Nintendo Switch,2017.0,Racing,Bandai Namco,2.37,0.79,1.08,0.24,4.48
Game_253,Xbox One,2007.0,Action,Capcom,0.31,3.94,0.6,1.16,6.01
Game_254,Nintendo Switch,2000.0,Action,Ubisoft,3.75,0.26,0.06,0.24,4.31
Game_255,Nintendo Switch,2010.0,Adventure,2K Games,0.83,0.52,0.25,0.06,1.66
Game_256,PS5,2017.0,Adventure,Sony,0.14,0.78,0.64,0.26,1.82
Game_257,PS4,2022.0,RPG,Sony,2.54,1.57,0.16,0.07,4.34
Game_258,Nintendo Switch,2009.0,Puzzle,Bethesda,0.7,0.8,0.58,0.22,2.3
Game_259,PC,2002.0,Action,Rockstar,1.12,0.95,0.01,0.02,2.1
Game_260,Xbox Series X,2006.0,Racing,Capcom,0.18,0.26,0.18,0.28,0.9
Game_261,Mobile,2015.0,Shooter,Capcom,0.0,1.88,0.4,0.22,2.5
Game_262,PS4,2015.0,Racing,Activision,1.52,0.56,0.5,0.4,2.98
Game_263,PS4,2019.0,Sports,Bandai Namco,1.09,0.15,0.43,0.3,1.97
Game_264,PS4,2016.0,Sports,Rockstar,1.35,1.09,0.6,0.24,3.28
Game_265,PS5,2001.0,Adventure,Ubisoft,2.37,0.24,0.0,0.35,2.96
Game_266,Nintendo Switch,2000.0,RPG,Ubisoft,1.56,0.1,0.05,0.05,1.76
Game_267,PS5,2015.0,Sports,Capcom,0.29,1.98,1.02,0.27,3.56
Game_268,Nintendo Switch,2011.0,Action,Ubisoft,0.67,0.62,0.57,0.06,1.92
Game_269,PS5,2004.0,Racing,Bethesda,3.54,1.38,0.06,0.78,5.76
Game_270,PS5,2004.0,Racing,Sony,2.2,0.34,0.92,0.02,3.48
Game_271,Xbox Series X,2022.0,Adventure,Nintendo,1.22,1.55,0.14,0.17,3.08
Game_272,PC,2008.0,Puzzle,2K Games,0.44,0.12,0.33,0.36,1.25
Game_273,PS5,2008.0,Puzzle,Activision,0.54,0.44,0.08,0.18,1.24
Game_274,Xbox Series X,2002.0,Shooter,Bandai Namco,1.97,3.82,0.62,0.03,6.44
Game_275,Xbox One,2018.0,Adventure,2K Games,2.86,1.58,0.55,0.24,5.23
Game_276,PC,2015.0,Strategy,Bandai Namco,1.67,0.69,0.12,0.31,2.79
Game_277,PS5,2015.0,Shooter,EA,2.49,0.42,1.0,0.37,4.28
Game_278,Mobile,2002.0,Strategy,2K Games,2.18,2.06,0.26,0.14,4.64
Game_279,PS4,2019.0,Puzzle,Nintendo,0.24,0.79,0.17,0.25,1.45
Game_280,Xbox One,2023.0,Adventure,Capcom,0.83,1.42,0.08,0.18,2.51
Game_281,Xbox One,2021.0,Strategy,Bethesda,0.25,1.4,0.15,0.33,2.13
Game_282,Xbox Series X,2023.0,Adventure,Sony,0.4,0.02,0.01,0.26,0.69
Game_283,Xbox One,2000.0,Adventure,Sony,3.05,0.13,0.44,0.22,3.84
Game_284,PC,2023.0,Puzzle,Bethesda,0.96,1.08,0.92,0.09,3.05
Game_285,PS5,2019.0,Shooter,Rockstar,1.15,0.18,0.4,0.0,1.73
Game_286,PS5,2010.0,Shooter,EA,0.29,0.3,0.12,0.06,0.77
Game_287,Mobile,2016.0,Adventure,Bandai Namco,0.56,2.93,0.02,0.04,3.55
Game_288,PS4,2007.0,Sports,Nintendo,0.39,0.82,0.12,0.18,1.51
Game_289,Xbox Series X,2003.0,RPG,Ubisoft,0.35,1.39,0.27,0.28,2.29
Game_290,PS4,2005.0,Puzzle,2K Games,1.52,0.82,0.71,0.07,3.12
Game_291,Xbox One,2007.0,RPG,EA,0.45,0.8,0.1,0.84,2.19
Game_292,Mobile,2019.0,RPG,2K Games,1.5,0.1,0.64,0.0,2.24
Game_293,PS4,2002.0,Shooter,Nintendo,0.09,0.42,1.01,0.44,1.96
Game_294,PC,2015.0,Shooter,Activision,0.23,0.33,0.3,0.29,1.15
Game_295,PS5,2002.0,Sports,Activision,0.48,0.5,0.86,0.14,1.98
Game_296,Xbox One,2017.0,RPG,EA,1.36,1.6,0.4,0.02,3.38
Game_297,Mobile,2013.0,RPG,Capcom,1.69,0.47,0.51,0.3,2.97
Game_298,PS4,2017.0,Adventure,Nintendo,0.88,0.6,0.37,0.15,2.0
Game_299,Xbox Series X,2001.0,Shooter,Nintendo,0.89,0.51,0.31,0.83,2.54
Game_300,PC,2021.0,RPG,Bethesda,1.93,0.1,0.13,0.23,2.39
Game_301,PC,2002.0,Racing,Capcom,0.02,0.58,0.18,0.84,1.62
Game_302,PS4,2015.0,Sports,Bandai Namco,0.63,0.22,0.17,0.07,1.09
Game_303,PS5,2008.0,Strategy,Bandai Namco,2.56,0.21,0.41,0.39,3.57
Game_304,PS4,2003.0,Racing,Ubisoft,1.39,0.1,0.06,0.29,1.84
Game_305,Xbox One,2000.0,Racing,Sony,0.62,0.44,1.24,0.4,2.7
Game_306,PS4,2003.0,Strategy,Activision,3.54,1.42,0.64,0.07,5.67
Game_307,PC,2000.0,Puzzle,Bandai Namco,2.22,0.32,0.26,0.33,3.13
